,HR_mean,HR_std,HR_min,HR_max,HRV_RMSSD,HRV_MeanNN,HRV_SDNN,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_pNN50,HRV_pNN20,HRV_HF,HRV_VHF,HRV_HFn,HRV_LFHF,HRV_SD1,HRV_SD2,HRV_SD1SD2,RSP_mean,RSP_std,RSP_min,RSP_max,RRV_RMSSD,RRV_MeanBB,RRV_SDBB,RRV_SD1,RRV_SD2,RRV_SD2SD1,label,ID
0,0,0.536372357,0,0.260647359,1,1,0.867017597,0.769357275,1,0.927272727,0.8,0.603780435,1,0.749363278,0.314629401,1,0.259588968,0.262401433,1,0.8021059,0.901381241,0.500828189,0.573791158,0.345550937,0.477627044,0.635686713,0.360518423,0.456251534,0.630407168,0.368698359,0.009107874,1,4
1,0.025001714,0.701144096,0,0.451327434,0.691996693,0.971194739,1,0.898942776,0.640923778,0.936363636,0.8,0.601481195,0.714285644,0.85800619,0.283928063,0.607190413,0.182560278,0.361047952,0.692103026,1,0.489316174,0.422945853,0.478809977,0.629834329,0.477091668,0.309102287,0.435921254,0.363820593,0.305316056,0.390872701,0.447364366,1,4
2,0.004430016,0.561133293,0.127492877,0.380295098,0.41995855,0.995209108,0.810911166,0.720322202,0.307749351,1,0.4,0.279321361,0.357142883,0.944920564,0.00104394,0.049267643,0.311219158,0.217752017,0.420337368,0.844824512,0.348950886,0.434961524,0.307902602,0.951049101,0.469129444,0.153097021,0.41432531,0.185459045,0.151991803,0.203373226,0.333375265,1,4
3,0.04784181,0.197816958,0.127492877,0.170568562,0.36175728,0.945491727,0.294798984,0.267494546,0.251231527,0.877272727,0.366666667,0.278280653,0.426079697,0.978397755,0.685228243,0.149134487,0.481615118,0.120739209,0.361991423,0.302238859,0.70148671,0.217962515,0.132209698,0.73226455,0.116892322,0.107245483,0.677994774,0.16271899,0.107077856,0.189915529,0.409396533,1,4
4,0.02684473,0,0.374195656,0,0.326261717,0.969485553,0.005852649,0,0.202288257,0.9,0.2,0.144053439,0.284053091,0.935193228,0.926520831,0.259653795,0.479788187,0.121490206,0.326603163,0,1,0.155951727,0.181977905,0.656787946,0.036759904,0.036800211,0.72982112,0.216685895,0.035504553,0.284442554,1,1,4
5,0.05441454,0.116720588,0.466485567,0.114951165,0.411391926,0.936799179,0.14803655,0.136264474,0.313417024,0.886363636,0.433333333,0.328404085,0.497092939,1,1,0.142476698,1,0,0.411246966,0.125094724,0.952533796,0,0.075304872,0.571969252,0,0.032477682,1,0.17547451,0.032337917,0.232613391,0.823761605,1,4
6,0.105527484,0.043348032,0.561436525,0.219287469,0.140662174,0.879478875,0,0.01416345,0,0.827272727,0,0,0,0.732281827,0.745112461,0,0.500689943,0.113273746,0.140709473,0.014646662,0.727534556,0.334644024,0,1,0.070548492,0,0.532450647,0,0,0,0.032483459,1,4
7,0.996382389,1,0.990070212,1,0.041428955,0.002984676,0.73201814,1,0.094496531,0,0.6,0.697565226,0.368269853,0.018671315,0,0.081225033,0,1,0.041510375,0.799946703,0.032041336,0.229678435,0.909741362,0,0.995041505,1,0.775869089,1,1,1,0.398893002,0,4
8,1,0.810849561,1,0.956137248,0.054822927,0,0.52078818,0.779929518,0.113936119,0,0.6,0.697565226,0.368269853,0,0.215146626,0.494007989,0.108683045,0.509177099,0.054891476,0.579204677,0.16149462,0.693907461,0.759293703,0.492536834,1,0.639280753,0.2236909,0.454146689,0.633198752,0.363452574,0,0,4
9,0.879836878,0.925163767,0.668191699,0.870428422,0,0.104741132,0.715429359,0.941802316,0.009799248,0.163636364,1,1,0.187912133,0.224534342,0.154028661,0.288948069,0.108701038,0.509791893,0,0.78766407,0,1,1,0.173527808,0.742743083,0.762169987,0,0.547680944,0.75368041,0.444459598,0.012092719,0,4
