,HR_mean,HR_std,HR_min,HR_max,HRV_RMSSD,HRV_MeanNN,HRV_SDNN,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_pNN50,HRV_pNN20,HRV_HF,HRV_VHF,HRV_HFn,HRV_LFHF,HRV_SD1,HRV_SD2,HRV_SD1SD2,RSP_mean,RSP_std,RSP_min,RSP_max,RRV_RMSSD,RRV_MeanBB,RRV_SDBB,RRV_SD1,RRV_SD2,RRV_SD2SD1,label,ID
0,0.537287627,0.041169217,0.535191549,0,0.501908547,0.442724502,0.036307379,0.067911168,0.504120104,0.434782609,0,0,0,0,1,1,1,0,0.501603802,0.003539499,0.905812552,0.200617573,0.641051818,0.211378749,0.891039074,0.595430096,0.749332045,0.465168536,0.595265845,0.425061502,0.413931109,1,7
1,0.360759479,0,0.763256839,0,0.03422712,0.621865051,0,0,0.060164804,0.623188406,0.090909091,0.05202139,0.136261218,0.033860436,0.183653044,0.240530303,0,1,0.034258511,0,0.306325515,0.484544029,0,1,0,0,0.439066937,0,0,0,0,1,7
2,0.182439126,0.075080993,0,0,0,0.805299502,0.2503439,0.164735543,0,0.724637681,0.545454545,0.433497326,0.011306916,0.206500489,0.286405338,0.067234848,0.131000996,0.73723205,0,0.25635415,0.025555453,0.27182416,0.404458097,0.181580553,1,0.457261995,0.664271616,0.298976161,0.457116925,0.240434336,0.11755851,1,7
3,0,0.091042743,0,0,0.421363465,1,0.366487326,0.215373887,0.32396433,1,0.454545455,0.306181818,0.291401504,1,0.097748123,0,0.256581014,0.549341335,0.421584566,0.35821431,0.428803189,0.063892972,0.589194288,0.148289229,1,0.629621449,0.855973699,0.488625745,0.628057207,0.445178615,0.414401527,1,7
4,1,1,0.777794003,0.778254973,0.504890307,0,1,1,0.603792753,0,1,1,0.60228842,0.814856624,0,0.082386364,0.469560847,0.316591196,0.504767411,1,0,1,0.690997962,0.247758925,0.335076338,0.392821907,0,0.34339704,0.392174401,0.33333849,0.515081702,0,7
5,0.675579744,0.414755305,0.777794003,0.596658444,0.650032489,0.306152974,0.443162928,0.440242463,0.665537871,0.355072464,0.909090909,0.832171123,0.627589113,0.844692138,0.519766472,0.286931818,0.942873298,0.031923744,0.649889596,0.413978705,0.636676864,0.884671737,0.671000261,0.186910376,0.335076338,0.536682525,0.126049641,0.384264555,0.53606703,0.332960128,0.263026038,0,7
6,0.764587629,0.496436905,1,0.741706161,1,0.21971914,0.488488572,0.500482781,1,0.246376812,0.818181818,0.774245989,1,0.920802979,0.653044204,0.785037879,0.850285858,0.064108567,1,0.445848426,1,0.772575053,0.381097908,0.557962903,0.095754917,0.223021957,0.19135064,0.176878012,0.222703216,0.165011868,0.275939598,0,7
7,0.432353591,0.437510274,0.493356799,1,0.843741724,0.509293606,0.681618919,0.58765154,0.790269782,0.565217391,0.954545455,0.825625668,0.461327416,0.878789767,0.461050876,0.608901515,0.47701918,0.303067713,0.844096962,0.658757315,0.616899972,0,1,0,0.027887232,1,1,1,1,1,1,0,7
