,HR_mean,HR_std,HR_min,HR_max,HRV_RMSSD,HRV_MeanNN,HRV_SDNN,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_pNN50,HRV_pNN20,HRV_HF,HRV_VHF,HRV_HFn,HRV_LFHF,HRV_SD1,HRV_SD2,HRV_SD1SD2,RSP_mean,RSP_std,RSP_min,RSP_max,RRV_RMSSD,RRV_MeanBB,RRV_SDBB,RRV_SD1,RRV_SD2,RRV_SD2SD1,label,ID
0,0.224032714,0.007958771,1,0.130503131,0,0.72406152,0,0.002123288,0.011682411,0.749498998,0,0,0,0.132614004,1,1,0.422606863,0.300842665,0,0,0.976351066,0.388853601,0.039464119,0.992328656,0.21373703,0,0.442053796,0.008567367,0,0.039456261,0.309135812,1,7
1,0.176045265,0.027839694,0.781564296,0.130503131,0.058382042,0.780553112,0.036651557,0.028129274,0.044494123,0.811623246,0.035211268,0.023119654,0,0.090778165,0.280349709,0.420977011,0.043665742,0.869732558,0.058851876,0.036679153,0.817651003,0.385384521,0.02579008,1,0.29343721,0.026521208,0.476107408,0,0.026717921,0,0.101904164,1,7
2,0.070878967,0.032919478,0.527538846,0.018665311,0.054130932,0.908659597,0.064002011,0.042866382,0.006922911,0.881763527,0.091549296,0.060047744,0,0,0.11182348,0.310344828,0.516666869,0.217979406,0.054701719,0.06432242,0.6925239,0.242569884,0.170331335,0.719619267,0.34373831,0.155192076,0.685633091,0.142553884,0.155568447,0.147676569,0.110620955,1,7
3,0.06614796,0.057254248,0.527538846,0.018665311,0.047245395,0.914513463,0.104676177,0.072832787,0,0.917835671,0.225352113,0.152571616,0,0.073928484,0.085428809,0.054597701,0.6930801,0.125880654,0.046460276,0.105510396,0.548809783,0,0,0.71923555,0,0.054383952,1,0.038703566,0.054716966,0.047100188,0.138668387,1,7
4,0.079198057,0.054586197,0.488195019,0.139300533,0.386083429,0.895894573,0.107014632,0.075608514,0.274464556,0.885771543,0.154929577,0.105065167,0.421911492,0.215300991,0.117985012,0.181034483,1,0,0.38652895,0.099674892,0.788722576,0.138477403,0.031470958,0.632439688,0.065355504,0.100363659,0.795230266,0.069050454,0.100683731,0.059115227,0.05977274,1,7
5,0.081302441,0.099025927,0.488195019,0.22064134,0.383631525,0.895417423,0.163143263,0.117570638,0.272661715,0.893787575,0.084507042,0.054322985,0.424882305,0.435337578,0.13080766,0.13362069,0,1,0.386290077,0.164293324,0.590135473,0.250415279,0.04624904,0.63345482,0.065355504,0.126793283,0.654808886,0.085329656,0.127137785,0.062328933,0.019214935,1,7
6,0.123675778,0.071699764,0.488195019,0.22064134,0.250641102,0.843068797,0.109885088,0.08078224,0.182591765,0.851703407,0.007042254,0.000871159,0.418981103,0.308364118,0.175020816,0.153735632,0.116559067,0.704229099,0.252393346,0.11088954,0.663506667,0.320801292,0.058875884,0.934889648,0.208534413,0.098140926,0.529908914,0.051744746,0.098341496,0.025162824,0,1,7
7,0.103611783,0,0.575331704,0,0.051029037,0.86759041,0.004407592,0,0.015143867,0.859719439,0.021126761,0.010674526,0,0.165267028,0.869858451,0.725574713,0.791773156,0.079701358,0.051505671,0.004073611,1,0.200179815,0.058058578,0.937438993,0.208534413,0.081108895,0.712012198,0.052795449,0.081262453,0.047468615,0.076249988,1,7
8,0.114678333,0.056547647,0.575331704,0.130503131,0.402179705,0.854033748,0.092045792,0.066674679,0.301146607,0.851703407,0.091549296,0.06182966,0.418981103,0.427611676,0.367860117,0.25,0.4710934,0.263440948,0.404330865,0.090025137,0.838409314,0.364491127,0.594983448,0.887917223,1,0.067229738,0.500350166,0.299828688,0.067445316,0.464019399,1,1,7
9,0,0.122458943,0,0.126140633,0.881817037,1,0.234649271,0.162863635,0.626090719,0.981963928,0.267605634,0.176511517,0.868105335,0.941491486,0.124979184,0.25,0.425423031,0.292608892,0.887762822,0.233031844,0.670238132,0.328036972,0.682829781,0.191391925,0.575019963,0.656099713,0.789983592,0.705666707,0.656780932,0.738695072,0.128719718,0,7
10,0.133374923,0.528405633,0,0.480011672,1,0.833731976,0.790807083,0.598063287,0.791375207,1,0.514084507,0.345046839,0.837962809,1,0.102830974,0.244252874,0.627103041,0.151129783,1,0.790537863,0.145374782,0.649488714,0.928639226,0.191391925,0.752149571,0.824451906,0.402173935,0.889476891,0.823855574,0.928146834,0.126849028,0,7
11,1,1,0.268298797,1,0.727560334,0,1,1,1,0,0.669014085,0.691456985,0.983695524,0.681660836,0,0,0.713005245,0.11268589,0.723553601,1,0.025451688,1,1,0,0.752149571,1,0,1,1,0.961550484,0.053788793,0,7
12,0.9544542,0.973671191,0.335068507,1,0.494803007,0.03367252,0.951757379,0.941726903,0.74204947,0.028056112,1,1,1,0.448298842,0.012905912,0.001436782,0.447370971,0.282595392,0.48936721,0.95243227,0,0.981352604,0.992942675,0.028545403,0.698602238,0.963797787,0.110168429,0.998502636,0.962301713,1,0.087811024,0,7
