,HR_mean,HR_std,HR_min,HR_max,HRV_RMSSD,HRV_MeanNN,HRV_SDNN,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_pNN50,HRV_pNN20,HRV_HF,HRV_VHF,HRV_HFn,HRV_LFHF,HRV_SD1,HRV_SD2,HRV_SD1SD2,RSP_mean,RSP_std,RSP_min,RSP_max,RRV_RMSSD,RRV_MeanBB,RRV_SDBB,RRV_SD1,RRV_SD2,RRV_SD2SD1,label,ID
0,0.014415883,0.268572936,0,0.153458897,1,0.896221112,1,1,1,0.853968254,0.3,0.311925423,0.479323838,0.788076483,1,1,1,0,1,1,1,0.45826831,0.748462663,0.025021808,0.474189367,0.544387977,0.444427574,0.625273351,0.53922089,0.644130693,0.57407331,1,12
1,0.040476092,0.640255875,0,1,0.264036858,0.961966696,0.571592714,0.462031886,0.13987914,0.828571429,0.433333333,0.45759945,0.580419588,0.691428567,0.002586886,0.01397893,0.195395627,0.413089871,0.264441926,0.611690631,0.129485569,0.261431129,0.401835141,0.280215872,0.462223765,0.296629875,0.585663233,0.49549872,0.291815861,0.599706871,1,1,12
2,0.176216955,0.766420647,0.233071455,0.243067527,0.370536628,0.804014373,0.587719526,0.537428382,0.295521619,0.771428571,0.933333333,1,0.46267688,0.449833892,0.013234357,0,0.100524249,0.605114091,0.370780378,0.623003979,0.332550464,0,0.025764262,0.146146964,0,1,1,0.780299102,1,0.463213009,0,1,12
3,0.186596103,0.334882562,0.853586369,0.243067527,0.296053384,0.792986821,0.32831978,0.223843727,0.210685342,0.815873016,0.4,0.426733396,0.381362826,0.350166091,0.186255764,0.177269044,0.220953705,0.372235726,0.296026119,0.332539774,0.581947706,0.07584901,0.330943274,0.153111081,0.075741437,0.89946048,0.851413394,0.786436546,0.8935816,0.611878177,0.187196709,1,12
4,0.010219551,0,0.673436878,0.342443676,0.257753971,0.989949749,0.196929408,0.009175455,0.127441795,0.961904762,0.233333333,0.214859524,0.832167835,0.897142856,0.098414127,0.050445705,0.195099859,0.413232233,0.258172037,0.191422277,0.737970209,0.571893727,0.621839352,0.072423693,0.150905254,0.701846244,0.319264686,0.666066751,0.693529915,0.584387665,0.32343457,1,12
5,0,0.316239003,0.641028183,0.342443676,0.416133621,1,0.392779274,0.237856016,0.304703237,1,1,0.97944411,1,1,0.460053237,0.149513776,0.645540184,0.091249725,0.416432878,0.376291796,0.795608648,0.349448162,0.718957576,0.07247478,0.542960524,0.627584634,0.450013103,0.673084818,0.620371843,0.661881215,0.487842814,1,12
6,0.030558418,0.016895109,0.641028183,0,0.362623972,0.96588021,0.226165278,0.05027817,0.251299948,0.987301587,0.6,0.579474182,0.904095928,0.87619047,0.481573126,0.109197731,0.542564755,0.131507669,0.362953971,0.210795782,0.977941808,0.049691315,0.259442015,0.131439419,0.08680546,0.822523089,0.951227565,0.720724204,0.822423971,0.557512123,0.188410365,1,12
7,0.166280322,0.071823455,0.819554472,0.295126084,0.135048413,0.816474074,0.150706138,0,0.017801096,0.86031746,0,0,0.46267688,0.582724251,0.393993926,0.110008104,0.955342685,0.015643206,0.134920922,0.145411181,0.488143819,0.382667304,0.434091509,0.131439419,0.108504832,0.537202107,0.474648489,0.570821554,0.532001219,0.556472628,0.474011449,1,12
8,0.268350031,0.111492605,1,0.295126084,0.109821903,0.704328031,0.145003881,0.023831271,0.007706001,0.79047619,0.233333333,0.259923533,0.246356691,0.285496161,0.150039366,0.050445705,0.773837076,0.054142099,0.110098529,0.156386002,0.399996879,1,0,1,0.254621452,0,0,0,0,0,0.491693915,1,12
9,1,0.714096084,0.943549497,0.767632415,0,0,0,0.043220128,0,0,0.166666667,0.42699115,0,0,0.35684025,0.196515397,0.422560466,0.190727211,0,0,0.363722193,0.078024175,0.771453693,0,1,0.903289619,0.892990304,1,0.901061737,1,0.521172219,0,12
10,0.89585856,1,0.860430283,0.71102192,0.066424536,0.119568763,0.316195848,0.44480196,0.065067691,0.079365079,0.566666667,0.876965375,0.012130752,0.29795919,0,0.018638574,0,1,0.066373777,0.352076316,0,0.324107798,1,4.12E-05,0.801406175,0.730881436,0.555972103,0.837159618,0.724168495,0.860602367,0.577788906,0,12
