,HR_mean,HR_std,HR_min,HR_max,HRV_RMSSD,HRV_MeanNN,HRV_SDNN,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_pNN50,HRV_pNN20,HRV_HF,HRV_VHF,HRV_HFn,HRV_LFHF,HRV_SD1,HRV_SD2,HRV_SD1SD2,RSP_mean,RSP_std,RSP_min,RSP_max,RRV_RMSSD,RRV_MeanBB,RRV_SDBB,RRV_SD1,RRV_SD2,RRV_SD2SD1,label,ID
0,0,0.172193349,0,0,0.597992308,1,0.475442396,0.287446019,0.388549112,1,0.4,0.31685024,0.214363672,0.721119919,0.357105588,0.39657444,0.434616531,0.131898762,0.597666824,0.433928298,0.588800028,0.760991691,0.394944626,1,0.738755579,0,0.129243742,0,0,0.038486216,0.50584843,1,33
1,0.401927693,0,0.035750714,0.264944527,0.241675108,0.57005358,0.052775156,0,0.132267335,0.620155039,0,0,0.01085125,0.351211292,0.34078835,1,0.277997476,0.23132551,0.241707803,0.052231831,0.618507483,0.615896229,0.65574968,0.678472963,0.739556284,0.046503286,0.183038997,0.249706146,0.044254386,0.504375322,1,1,33
2,0.618443338,0.054228059,0.620824899,0.311942959,0.245501027,0.353806749,0,0.000530343,0.191879744,0.387596899,0.2,0.216642276,0.09651833,0.289674264,0.662650602,0.400527009,0.554580569,0.086386477,0.245127187,0,0.687801648,0.487615525,0.719762116,0.637392082,0.432860629,0.330304802,0.357472118,0.591516708,0.326097371,0.933943128,0.704445804,1,33
3,0.771761956,0.238099251,0.620824899,0.408580184,0.339644231,0.197854477,0.232383286,0.269755284,0.337631715,0.15503876,0.133333333,0.184112557,0.179710117,0.097815994,0.570628973,0.357048748,0.390287063,0.155602733,0.337293742,0.187128644,0.572717927,0.246068153,0.56615196,0.632686071,0.432860629,0.374785196,0.5949836,0.645440842,0.3710479,1,0.676556506,1,33
4,0.777300988,0.575264321,0.448114213,0.519149429,0.429083412,0.203347043,0.466452506,0.500795515,0.434676885,0.124031008,0.4,0.449510899,0.356828306,0.264918358,0.491129874,0.059288538,0.264874799,0.247677143,0.429013812,0.474886429,0.379689161,0.16855193,0.255988924,0.701947723,0.270385025,0.29701164,0.701186912,0.396298779,0.29762125,0.54962036,0.449420946,1,33
5,0.652063142,0.727559524,0.306638438,0.519149429,0.783597699,0.323684049,0.674428034,0.668383968,0.784835311,0.325581395,0.666666667,0.672238055,0.994097724,0.50955398,0.365548809,0.018445323,0.305243363,0.212343043,0.783317536,0.658983689,0.552759047,0.114623735,0.286383283,0,0.270048214,0.987191417,0.788986261,1,0.98285151,0.9642442,0.114693885,1,33
6,0.593176021,0.599539187,0.744052412,0.448256146,1,0.379669224,0.552755989,0.532199409,1,0.387596899,1,0.977945518,1,1,1,0.722002635,0.708521495,0.046006429,1,0.518437397,0.900798007,0,0.101576023,6.07E-05,0.017887713,1,1,0.918543106,1,0.689729393,0,1,33
7,0.708190753,0.466866869,0.744052412,0.428343586,0.902861025,0.268329838,0.384959665,0.40082582,0.933976862,0.170542636,0.466666667,0.506790932,0.630475915,0.896008307,0.857176738,0.337285903,1,0,0.902859578,0.347997669,1,0.143835485,0,0.901888858,0,0.067829341,0.743663149,0.023774929,0.069735556,0,0.291714744,1,33
8,0.687360558,1,0.281359067,0.428343586,0.61898137,0.288243942,1,1,0.617051065,0.124031008,0.333333333,0.384220391,0.719920602,0.361559239,0.355801157,0,0.249690802,0.262661682,0.619034144,1,0.14134999,0.122263378,0.199237848,0.290090892,0.157569496,0.507143581,0.789253753,0.623941767,0.5066394,0.792629764,0.362296338,1,33
9,0.635466424,0.652287145,0.730208333,0.38896427,0.294941774,0.339582389,0.606482432,0.596863399,0.249281556,0.240310078,0.566666667,0.591594136,0.186866407,0.261261264,0.004055592,0.06455863,0,1,0.295074499,0.624199426,0.125259178,0.86788621,0.839377527,0.49670022,0.978549797,0.359830256,0.092646124,0.377531031,0.352115847,0.431479547,0.28734219,0,33
10,0.626048888,0.616109088,0.730208333,0.529432254,0.352616595,0.345485199,0.575313768,0.564588226,0.310220323,0.263565891,0.333333333,0.362396981,0.274944558,0.31166223,0,0.400527009,0.008100986,0.928165661,0.352348856,0.582706929,0.212203579,0.926102032,0.666870374,0.915243219,1,0.005498759,0.032597383,0.076140225,0.003913676,0.194708092,0.72069131,0,33
11,0.947362865,0.692861483,1,1,0,0.046703894,0.374652262,0.456436094,0,0.108527132,0.4,0.452104033,0,0,0.058225026,0.765480896,0.063972258,0.624928057,0,0.410868617,0,0.951383916,1,0.904930788,0.943698197,0.159519633,0.016015899,0.277057773,0.155885099,0.455875606,0.621099539,0,33
12,1,0.871878022,0.970914127,1,0.23550894,0,0.530421561,0.629365861,0.277871933,0,0.933333333,1,0.171153659,0.344029647,0.051347121,0.582345191,0.023215214,0.827175273,0.235275163,0.547057722,0.127872737,1,0.834670354,0.903823371,0.883328488,0.20124573,0,0.177956399,0.196282843,0.182825145,0.279220241,0,33
