,HR_mean,HR_std,HR_min,HR_max,HRV_RMSSD,HRV_MeanNN,HRV_SDNN,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_pNN50,HRV_pNN20,HRV_HF,HRV_VHF,HRV_HFn,HRV_LFHF,HRV_SD1,HRV_SD2,HRV_SD1SD2,RSP_mean,RSP_std,RSP_min,RSP_max,RRV_RMSSD,RRV_MeanBB,RRV_SDBB,RRV_SD1,RRV_SD2,RRV_SD2SD1,label,ID
0,0.510227224,0.403770876,0.785054671,0.095144048,0.3499183,0.471718145,0.337928112,0.356044931,0.350937343,0.511111111,0.414634146,0.432057482,0.458693131,0.629698463,1,0.217717718,0.675559422,0.27325919,0.349930517,0.365993129,0.319328495,0.123926268,0.137719534,0,0,0.734697645,0.800428393,0.734735094,0.731999734,0.717675465,0.471889589,1,5
1,0.803882057,0.613363708,0.785054671,1,0.274364834,0.187603057,0.43944169,0.502090283,0.299320584,0.111111111,0.487804878,0.562470637,0.172856394,0.230445311,0.143779291,0.004504505,0.116310938,0.878304687,0.274346835,0.484460383,0.030364338,0.168836478,0.144322499,0.11201149,0,0.739616503,0.743862331,0.642045839,0.739384119,0.5625338,0.185212719,1,5
2,0.919219377,0.615326466,0.755663248,1,0.307478236,0.078509617,0.426004738,0.500591191,0.351597886,0.044444444,0.390243902,0.461075031,0.199867643,0.118013204,0.571079082,0.113175676,0.345990919,0.586449515,0.307403488,0.461914005,0.10772151,0,0.270107406,0.055767558,0.170461443,1,1,0.896526331,1,0.807605155,0.240891058,1,5
3,0.252929584,0.904434353,0,0.289885065,0.750651745,0.734701341,0.856650478,0.886406824,0.76610468,0.644444444,0.682926829,0.708359818,0.810277411,0.726559711,0,0,1,0.045938955,0.750656193,0.874633245,0.124929673,0.084345222,0.65449325,0.022799322,0.170461443,0.956348979,0.868983203,1,0.956035942,1,0.590797174,1,5
4,0,1,0,0.552320291,1,1,1,1,1,1,1,1,1,1,0.165266602,0.023648649,0.877234291,0.127793275,1,1,0.245193592,0.234621633,0,0.468003272,0.161170505,0.239800672,0.649937253,0.336294264,0.240422144,0.383153632,0.788764603,1,5
5,0.687948625,0,0.980918852,0,0.265193621,0.297291979,0,0,0.27535229,0.266666667,0,0,0.378618002,0.763554553,0.230318036,1,0.768694092,0,0.265196443,0,1,1,0.848627707,1,1,0,0,0,0,0,0.286757239,0,5
6,0.73664494,0.096346917,0.974586801,0.389552047,0.186208998,0.249869862,0.050640654,0.060660445,0.189859084,0.255555556,0.073170732,0.082492746,0.209999736,0.619774211,0.348571934,0.525525526,0.867380842,0.050787928,0.186212526,0.071133582,0.648630678,0.820698124,0.438378096,0.831395599,0.539471513,0.029520626,0.113647904,0.045962413,0.029709245,0.055262169,0.396733055,0,5
7,0.834990839,0.226796695,0.943136912,0.389552047,0.173018334,0.155599571,0.135634709,0.164836789,0.185392552,0.133333333,0.097560976,0.122011883,0.170913326,0.474209399,0.43885401,0.454391892,0.153843226,0.762146184,0.173016507,0.169487972,0.401726499,0.667879801,0.326689639,0.407307321,0.106331045,0.31262433,0.238800134,0.219243126,0.311933443,0.149444403,0,0,5
8,0.754329955,0.238361179,0.943136912,0.32956469,0.152576714,0.23409158,0.153194934,0.1766395,0.152774283,0.222222222,0.243902439,0.276219428,0.187847991,0.440675356,0.347009756,0.328828829,0,1,0.152588524,0.188521129,0.328029188,0.582646821,0.817081592,0.190695303,0.106331045,0.189536257,0.261196783,0.329484886,0.187595193,0.39994746,1,0,5
9,1,0.327971453,1,0.761706624,0,0,0.167972424,0.217326126,0,0,0.243902439,0.301119248,0,0,0.156158812,0.125750751,0.197079855,0.740944214,0,0.227645246,0,0.531876854,1,0.191767309,0.272982581,0.457694113,0.353686976,0.584829027,0.456730962,0.642003354,0.862876358,0,5
