,HR_mean,HR_std,HR_min,HR_max,HRV_RMSSD,HRV_MeanNN,HRV_SDNN,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_pNN50,HRV_pNN20,HRV_HF,HRV_VHF,HRV_HFn,HRV_LFHF,HRV_SD1,HRV_SD2,HRV_SD1SD2,RSP_mean,RSP_std,RSP_min,RSP_max,RRV_RMSSD,RRV_MeanBB,RRV_SDBB,RRV_SD1,RRV_SD2,RRV_SD2SD1,label,ID
0,0.569364883,0.761344572,0.386613084,1,0.633310356,0.413532387,0.660184786,0.816740647,0.745776535,0.348837209,0.230769231,0.222839867,0.607045004,0.688593369,0.112457756,0.097447796,1,0,0.633243372,0.647330125,0.81969677,0.575477947,0,0.529176561,0,0.036065272,0.384021998,0,0.039959877,0,0.392086173,1,35
1,1,0.639598554,1,1,0.051391976,0,0.28425878,0.492707673,0.124198998,0,0.384615385,0.579286132,0.120229068,0,0.625568116,0.238515081,0.33059254,0.601751557,0.051311451,0.324248276,0.396506262,0.368605464,0.32386623,0.528260263,0.080070738,0.385013775,0.589026227,0.539669428,0.387442074,0.585888708,0.3855871,1,35
2,0.905925344,1,0.098787379,0.852623651,0.00747674,0.088099078,0.637473375,0.955738744,0.036700454,0.093023256,0.692307692,0.97259606,0.213171108,0.00975304,0,0,0.163936641,0.807550184,0.007476214,0.749448123,0,0.281128744,0.250841839,1,0.080070738,0.430840585,0.696111293,0.419362743,0.433306662,0.393619602,0.245492637,1,35
3,0.849535522,0.682757662,0.098787379,0.852623651,0.131389961,0.142573639,0.471742363,0.689156627,0.182686706,0.069767442,0.384615385,0.550029257,0.215460722,0.222030535,0.28446568,0.154060325,0.11880752,0.859811979,0.131357084,0.532916772,0.317600527,0.19715047,0.193551161,1,0.036359973,0.714281327,0.789451835,0.446997542,0.71532027,0.267969737,0,1,35
4,0.819168833,0,0.668738429,0.372399046,0,0.170475201,0,0,0,0.093023256,0,0,0,0.233277182,0.737705396,0.300232019,0.40061198,0.523340823,0,0,0.628042189,0,0.36914012,0.805619982,0.019625506,1,1,0.962499858,1,0.862492286,0.092025418,1,35
5,0,0.622911324,0.065699749,0.610419778,1,1,0.9865694,0.968040583,1,1,1,1,1,1,0.786126326,0.79675174,0.458021813,0.435007751,1,0.922594297,1,0.889038054,0.794467555,0,0.155210027,0.765309897,0.124074792,0.873070338,0.764991085,0.865732349,0.228936065,0,35
6,0.023894488,0.699416853,0,0.610419778,0.794222398,0.973103839,1,1,0.751252476,1,0.692307692,0.59157402,0.74857142,0.693756574,1,1,0.302225328,0.601796348,0.794234743,1,0.701674357,0.708707989,0.819188578,0,0.155210027,0.853862362,0.321706942,1,0.853656657,1,0.228735251,0,35
7,0.090507273,0.271564458,0,0.658522397,0.589423858,0.90239032,0.643136441,0.547875713,0.51776768,0.906976744,0.538461538,0.423346987,0.650258876,0.972839942,0.40703298,0.611136891,0.358942132,0.533341545,0.589507653,0.63506852,0.778734344,0.73545776,1,0.994141346,1,0.348231961,0.262405742,0.740496366,0.350459601,0.877873966,0.57965016,0,35
8,0.136487757,0.377118417,0.165443913,0.658522397,0.533830488,0.854947655,0.690870675,0.636525048,0.463590819,0.860465116,0.846153846,0.853423054,0.601448739,0.959355524,0.028580585,0.457076566,0.009579073,0.95906149,0.533717182,0.685772986,0.668226763,1,0.989839676,0.806683802,1,0,0,0.570171218,0,0.781467125,1,0,35
9,0.005011307,0.158836415,0.232749963,0,0.45816289,0.992718821,0.598194289,0.442993025,0.322497961,0.976744186,0.615384615,0.498537156,0.546052854,0.588642346,0.294662627,0.456148492,0,1,0.458332739,0.613669571,0.641450231,0.614429089,0.788678191,0.805619982,0.131022356,0.561382153,0.373622799,0.873665127,0.562548915,0.967175975,0.424434033,0,35
