,HR_mean,HR_std,HR_min,HR_max,HRV_RMSSD,HRV_MeanNN,HRV_SDNN,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_pNN50,HRV_pNN20,HRV_HF,HRV_VHF,HRV_HFn,HRV_LFHF,HRV_SD1,HRV_SD2,HRV_SD1SD2,RSP_mean,RSP_std,RSP_min,RSP_max,RRV_RMSSD,RRV_MeanBB,RRV_SDBB,RRV_SD1,RRV_SD2,RRV_SD2SD1,label,ID
0,0.254388153,0.81820713,0.184762709,0.42994372,0.451518421,0.714959072,0.743025314,0.777321683,0.42485587,0.730337079,0.352941176,0.325260718,0.524520464,0.477584088,0,0,0.430846312,0.39695541,0.451262982,0.746448069,0.00827316,0.350498423,0.502998577,0.038108423,0.151695857,0.773864999,0.573673092,0.792025886,0.773545983,0.812704491,0.21233001,1,27
1,0.254377021,0,0.619620212,1,0.232307632,0.716880819,0.12550034,0,0.163456499,0.764044944,0.176470588,0.116599073,0,0.241890014,0.138094403,0.174740484,0.953628926,0.026072032,0.232366442,0.117200517,0.437050004,0.398522708,0.160617872,0.293239681,0.039088669,0.329976793,0.511834368,0.274628974,0.329827819,0.21767021,0,1,27
2,0.105238592,0.04407153,0.31634059,0,0.586339749,0.879126771,0.264851062,0.132290185,0.546383648,0.91011236,0.205882353,0.126709154,0.268559063,0.620582973,0.572468854,0.389273356,0.468904928,0.36365051,0.586375562,0.239421247,1,0.33954148,0,1,0,0,0.572428236,0,0,0,0.636209936,1,27
3,0,0.50353899,0.273308487,0.16540186,0.897561224,1,0.670449738,0.591383865,0.874606918,1,0.588235294,0.53693511,0.911111166,1,0.884541148,1,0.625081022,0.230221168,0.897482682,0.648909338,0.870171819,0.147963762,0.372834943,0.238104968,0.019888664,0.435283447,0.80474178,0.59010984,0.435515079,0.728973028,0.834376711,1,27
4,0.024030308,0.955086394,0,0.219912916,1,0.971606709,1,1,1,0.97752809,1,1,1,0.997313023,0.376645025,0.577854671,1,0,1,1,0.562001813,0,0.338718145,0.238104968,0.019888664,0.530634256,1,0.618133235,0.531164094,0.70333806,0.514160985,1,27
5,1,0.205399172,1,0.700856181,0,0,0,0.020239789,0,0,0.117647059,0.178099652,0,0,0.443235655,0.574394464,0.061603279,0.880108451,0,0,0.069623748,1,0.320322437,0.881610731,0.248327386,0.044893119,0,0.096304192,0.044521004,0.138730558,1,0,27
6,0.891577536,0.639501133,0.576238928,0.733851929,0.173018923,0.094293062,0.309319639,0.422515749,0.210298742,0.08988764,0.235294118,0.310225956,0.238834878,0.097407281,0.418055799,0.371972318,0,1,0.172973855,0.315414048,0,0.897062328,0.405782075,0.958027439,0.328874717,0.118780682,0.075934031,0.167276356,0.118336705,0.210768079,0.78758898,0,27
7,0.801596451,0.515706823,0.576238928,0.733851929,0.263870548,0.175552696,0.273048205,0.34582402,0.311124214,0.168539326,0,0,0.402750444,0.18638151,0.683453237,0.583044983,0.214039206,0.646755422,0.263821504,0.271884416,0.251070614,0.712917573,0.578033336,0.622227663,0.328874717,0.244297634,0.217464999,0.364325819,0.243613958,0.468596509,0.966149853,0,27
8,0.803638345,0.571056124,0.594727041,0.951964978,0.364514954,0.173807789,0.293382122,0.374192237,0.441692872,0.179775281,0.058823529,0.071639629,0.322200602,0.319115745,1,0.906574394,0.677776221,0.194083347,0.364397693,0.285533076,0.441936795,0.588668888,0.662033228,0.467606014,0.328354355,0.476915571,0.33684885,0.530277447,0.476298955,0.585093187,0.430135692,0,27
9,0.710129477,1,0.594727041,0.951964978,0.458287076,0.259804265,0.587190077,0.742532006,0.54081499,0.286516854,0.5,0.595886443,0.326693382,0.432264662,0.429549044,0.737024221,0.199288755,0.660222864,0.458203189,0.596026767,0.187375616,0.568793494,1,0,1,1,0.45557165,1,1,1,0.132184193,0,27
