,HR_mean,HR_std,HR_min,HR_max,HRV_RMSSD,HRV_MeanNN,HRV_SDNN,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_pNN50,HRV_pNN20,HRV_HF,HRV_VHF,HRV_HFn,HRV_LFHF,HRV_SD1,HRV_SD2,HRV_SD1SD2,RSP_mean,RSP_std,RSP_min,RSP_max,RRV_RMSSD,RRV_MeanBB,RRV_SDBB,RRV_SD1,RRV_SD2,RRV_SD2SD1,label,ID
0,0.537287627,0.290416271,0.569368641,0.287155963,0.612218591,0.442724502,0.31288885,0.309242695,0.630969139,0.434782609,0,0.035207198,0.200364657,0.248329992,1,1,1,0,0.611979657,0.291323035,1,0.200617573,0.661996282,0.182000203,0.899076091,0.614990409,0.749332045,0.479259709,0.614817542,0.434524415,0.38837887,1,7
1,0.411398925,0.231959521,0.811998078,0.287155963,0.171459939,0.568384015,0.247176241,0.233074935,0.204114781,0.52173913,0.181818182,0.178512465,0.306761613,0.288913638,0.21055096,0.266180492,0,1,0.171467796,0.246294123,0.459665857,0.425972115,0.116792204,0.735203656,0.073760548,0.082334413,0.488856392,0.061317555,0.082251759,0.054697109,0.101037871,1,7
2,0.253623515,0,0.811998078,0,0.008935433,0.730100678,0,0,0.031618841,0.68115942,0,0,0.312249952,0,0.365225535,0.226071103,0.24827742,0.600143941,0.008937982,0,0.604280173,0.355692779,0,1,0,0,0.558348311,0,0,0,0,1,7
3,0.100629028,0.25428153,0,0.287155963,0,0.891808267,0.414362821,0.32450805,0,0.826086957,0.636363636,0.511433053,0,0.182700691,0,0,0.093527618,0.836998539,0,0.425341886,0,0.273166379,0.432389007,0.156343519,1,0.480789482,0.664271616,0.314538153,0.48063557,0.249731968,0.07330929,1,7
4,0,0.327325227,0,0.287155963,0.538174613,1,0.548306574,0.418525144,0.458148349,1,0.454545455,0.330609212,0.432557434,0.832770971,0.15576713,0.037374658,0.149430599,0.746288566,0.538411494,0.543565716,0.534055751,0.063892972,0.613164615,0.127679201,1,0.647528665,0.855973699,0.502098892,0.646024835,0.454310421,0.388869797,1,7
5,1,1,0.827463579,0.84193038,0.614959681,0,1,1,0.726583649,0,1,1,0.680276457,0.724565595,0.064304667,0.11668186,0.393107627,0.43009396,0.614888219,1,0.115199445,1,0.709028091,0.213324069,0.384121472,0.422178005,0,0.360696519,0.421536938,0.344311073,0.493939566,0,7
6,0.734063096,0.614328719,0.827463579,0.712480377,0.939904012,0.250074579,0.642229793,0.630133174,0.977368706,0.217391304,1,0.948654449,0.89689306,1,0.481972842,0.298997265,0.775135291,0.131629158,0.939961543,0.62120087,0.91436635,0.930467041,0.665109442,0.160932575,0.384121472,0.523097582,0.083510299,0.384411555,0.522476229,0.336340858,0.268743667,0,7
7,0.726003515,0.518856727,1,0.63578125,0.850070966,0.257595454,0.518390565,0.519896641,0.891499729,0.304347826,0.636363636,0.610822189,1,0.523481916,0.536444514,0.53691887,0.756631034,0.134985742,0.850131454,0.498057877,0.984364388,0.962923199,0.441930647,0.480414243,0.256652342,0.263799022,0.042585922,0.191785093,0.263478575,0.167060644,0.185858777,0,7
8,0.587704208,0.705929924,0.524862342,0.815876777,1,0.39179602,0.803337501,0.743470483,1,0.434782609,0.636363636,0.585108139,0.90984988,0.620348738,0.403777119,0.587055606,0.579875338,0.251217647,1,0.784279467,0.765828038,0.709945463,0.443853513,0.58345527,0.162452529,0.196349926,0.225179369,0.186682985,0.195715361,0.188847732,0.474230723,0,7
9,0.432353591,0.583728887,0.524862342,1,0.926461095,0.509293606,0.772994847,0.694414629,0.905468327,0.565217391,0.954545455,0.8317649,0.567956766,0.761930743,0.49570782,0.623518687,0.401640943,0.411722101,0.926861348,0.757310169,0.717789281,0,1,0,0.099590802,1,1,1,1,1,1,0,7
