,HR_mean,HR_std,HR_min,HR_max,HRV_RMSSD,HRV_MeanNN,HRV_SDNN,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_pNN50,HRV_pNN20,HRV_HF,HRV_VHF,HRV_HFn,HRV_LFHF,HRV_SD1,HRV_SD2,HRV_SD1SD2,RSP_mean,RSP_std,RSP_min,RSP_max,RRV_RMSSD,RRV_MeanBB,RRV_SDBB,RRV_SD1,RRV_SD2,RRV_SD2SD1,label,ID
0,0,0,0.371862069,0,0.387795177,1,0.179103545,0.058757221,0.282509989,1,0,0,0,0.549007808,0.26191538,0.595387841,0.457362072,0.177966652,0.387531401,0.148836984,1,0.700548773,0.445606803,1,0.814809907,0.1892978,0.153641032,0.07139736,0.187625692,0.047745627,0.124147724,1,32
1,0.138444853,0.312469892,0.315004029,0.171738009,0.617841119,0.848908598,0.57340845,0.405030294,0.568652379,0.864285714,0.555555556,0.432832218,0.336842027,0.822451514,0.104660237,0.440251572,0.358389046,0.246311607,0.618021562,0.547254194,0.700970658,0.576897619,0.496537914,0.663406432,0.81400442,0.314526434,0.262187829,0.337419329,0.316174681,0.297701057,0.200118578,1,32
2,0.207955378,0.268483591,0.225633668,0.171738009,0.551964764,0.77374824,0.467009766,0.33623362,0.523701417,0.785714286,0.611111111,0.491104062,0.333333333,1,0.590055187,0.184486373,0.770238874,0.052336729,0.55207381,0.440724255,0.765999223,0.468078219,0.242723371,0.661441445,0.222785162,0,0.365823439,0.118578729,0,0.193959496,0.464126339,1,32
3,0.207263971,0.244654474,0.105866646,0.084496321,0.560816203,0.774649974,0.462513756,0.332393969,0.532782419,0.771428571,0.444444444,0.369767602,0.555555627,0.869752084,1,0.467505241,1,0,0.560969445,0.426477039,0.796106273,0.207415112,0.32026721,0.258985282,0.187574095,0.0263587,0.619666188,0.681870809,0.021504307,0.777274579,1,1,32
4,0.212835573,0.544258528,0,0.171738009,1,0.76803726,0.946873835,0.727032549,1,0.714285714,0.555555556,0.465243776,1,0.967438037,0.461480573,0,0.628373843,0.098956073,1,0.906520397,0.674590937,0,0.041606968,0.257358708,0.000480935,0.283077056,1,0.297844849,0.293818427,0.262613797,0.194054162,1,32
5,0.34573149,0.351672169,0,0.171738009,0.625142656,0.628532005,0.572390476,0.456354798,0.650381402,0.6,0.333333333,0.321391628,0.54700864,0.618273369,0.825129606,0.025157233,0.677290512,0.081508909,0.62516959,0.548257238,0.707726441,0.027947565,0,0.319951825,0,0.124821681,0.908700706,0,0.120657408,0,0.139592525,1,32
6,0.423628318,0.078783263,1,0.171738009,0.206627163,0.548435178,0.069718181,0.057665211,0.223846713,0.6,0.222222222,0.236776774,0.108290987,0.317355371,0.568705056,0.4360587,0.882679041,0.023473582,0.206653087,0.054405622,0.911010039,0.048201966,0.11744418,0.312770544,0.070455632,0.044446775,0.89756449,0.395545819,0.048136455,0.473609339,0.649533299,1,32
7,0.424826626,0.029446911,0.882335716,0.161904762,0,0.546677474,0,0,0,0.571428571,0.111111111,0.157471898,0,0,0.50448743,0.306079665,0.459043373,0.17871291,0,0,0.707737534,0.123119732,0.293058141,0,0.120897852,0.401549331,0.789163372,1,0.404875716,1,0.53670949,1,32
8,0.360233063,0.309991866,0.116608997,0.122923588,0.294784636,0.613956284,0.506511324,0.405488234,0.299400654,0.528571429,0.111111111,0.165540308,0.218803413,0.233541011,0.167846591,0.111111111,0.234204864,0.377209256,0.294871643,0.501103265,0.390437628,0.037490843,0.21987233,0.178050496,0.120897852,0.438934075,0.903689409,0.823446715,0.450283337,0.790652482,0.381100282,1,32
9,0.690524674,0.599049861,0.247794118,0.701272984,0.243938219,0.285915848,0.698743303,0.651155418,0.346531057,0.285714286,0.444444444,0.47641542,0.31527104,0.096926284,0,1,0,1,0.243527559,0.684814875,0.134472239,0.900158166,0.976551405,0.291806757,1,1,0.085339553,0.843321058,1,0.486651753,0,0,32
10,1,1,0.668336134,1,0.397385972,0,1,1,0.619687614,0,1,1,0.304761813,0.421327047,0.039829422,0.312368973,0.102446461,0.618741162,0.396937777,1,0,1,1,0.294333319,0.884609598,0.816192808,0,0.768310286,0.816128661,0.525007565,0.067485745,0,32
