,HR_mean,HR_std,HR_min,HR_max,HRV_RMSSD,HRV_MeanNN,HRV_SDNN,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_pNN50,HRV_pNN20,HRV_HF,HRV_VHF,HRV_HFn,HRV_LFHF,HRV_SD1,HRV_SD2,HRV_SD1SD2,RSP_mean,RSP_std,RSP_min,RSP_max,RRV_RMSSD,RRV_MeanBB,RRV_SDBB,RRV_SD1,RRV_SD2,RRV_SD2SD1,label,ID
0,0,0,0.446489434,0,0.526832118,1,0.014324918,0,0.492041258,1,0.428571429,0.376334073,0,0.947252306,0.847912525,0.369140625,0.526148818,0.284586201,0.526673514,0.029985024,0.746306795,0.124317873,0.134729233,0.638327414,0.137196179,0.31333259,0.710093226,0.166953067,0.313039732,0.067483401,0,1,10
1,0.228064762,0.303764726,0.446489434,1,1,0.732364065,0.244181459,0.246615344,1,0.681818182,0.142857143,0.106152854,0.287094239,0.592425,0.919669483,0.737304688,0.604894787,0.219733648,1,0.222502469,1,0.312372335,0,1,0,0.043190222,0.485506333,0,0.043223716,0.041070265,0.488072884,1,10
2,0.396213525,0.102528638,0.708697462,1,0.748052535,0.535230458,0,0.035129635,0.76442124,0.545454545,0.142857143,0.114676599,1,0.306007003,1,0.918945313,1,0,0.748014262,0,0.978976854,0.090616025,0.110716442,0.718882972,0.092671182,0,0.64756254,0.077919759,0,0.225032158,1,1,10
3,0.426422885,0.412892121,0,0.059420965,0,0.499958687,0.360868261,0.385010176,0,0.454545455,0.285714286,0.267674235,0.570370624,0.028156808,0.129348907,0.21875,0.16417231,0.677103735,0,0.454263708,0,0.372339694,0.179988821,0.718882972,0.408251863,0.027025929,0.417364092,0.059290992,0.026869261,0.168791408,0.790433747,1,10
4,0.450030477,0.552099124,0,0.146531602,0.562055461,0.485957586,1,1,0.57863237,0.5,0.714285714,0.705823365,0.017256931,0,0.055728131,0,0,1,0.56099441,0.908928839,0.184269144,0.519489646,0.090768227,0.726685669,0.408881859,0.104850208,0.296767757,0.012962162,0.104540638,0,0.260854562,1,10
5,0.431311183,1,0.017348696,0.454063263,0.491898869,0.497091031,0.944588783,0.945314574,0.505411944,0.5,1,1,0.570370624,0.583857115,0,0.434570313,0.155436069,0.651587417,0.491899031,1,0.089970425,1,1,0.687656674,1,0.257189791,0,0.352508441,0.256311767,0.50690855,0.737393599,0,10
6,0.158737065,0.696262211,0.017348696,0.191101408,0.784231543,0.813953569,0.741636112,0.709406247,0.771552273,0.818181818,0.714285714,0.680395387,0.579145475,1,0.319831014,0.80859375,0.263079201,0.525348334,0.78427325,0.762219268,0.428806627,0.354239657,0.609684273,0.61274051,0.342039788,0.471045711,0.599240495,0.403283036,0.471052798,0.380519415,0.180580858,0,10
7,0.260237811,0.595638069,0.210950081,0.263870727,0.569437441,0.693464141,0.572614551,0.563932395,0.565389023,0.681818182,0.714285714,0.691282859,0.431352289,0.952274842,0.369035785,0.768554688,0.185483369,0.637036116,0.569467716,0.61650573,0.355568303,0,0.625323704,0.197787568,0.15308399,0.862617789,1,0.790873972,0.862655419,0.721718041,0.081363357,0,10
8,0.574264121,0.551896243,0.940853401,0.263870727,0.311753236,0.331734989,0.339820979,0.384833201,0.335667898,0.363636364,0.428571429,0.421459781,0.423029311,0.555709569,0.605554175,1,0.214605767,0.598894854,0.311705242,0.404219462,0.282590719,0.038260869,0.758633902,0,0.580443361,1,0.95980446,1,1,1,0.18515709,0,10
9,1,0.101388972,1,0.191101408,0.443514629,0,0.111633996,0.202194496,0.504520565,0,0,0,0.380840708,0.31283836,0.32734841,0.54296875,0.058062692,0.863132686,0.44275778,0.066093394,0.638881646,0.711489361,0.646723774,0.726312225,0.580443361,0.281882261,0.258794236,0.318131382,0.281233407,0.418436472,0.552771232,0,10
