,HR_mean,HR_std,HR_min,HR_max,HRV_RMSSD,HRV_MeanNN,HRV_SDNN,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_pNN50,HRV_pNN20,HRV_HF,HRV_VHF,HRV_HFn,HRV_LFHF,HRV_SD1,HRV_SD2,HRV_SD1SD2,RSP_mean,RSP_std,RSP_min,RSP_max,RRV_RMSSD,RRV_MeanBB,RRV_SDBB,RRV_SD1,RRV_SD2,RRV_SD2SD1,label,ID
0,0.308658566,0,1,0.055010737,0,0.666251772,0,0,0.001346931,0.553956835,0,0,0,0,1,0.115498519,0.505035524,0.313418645,0,0,0.907394555,0.858239015,0,1,0.050279739,0,0.085514226,0,0,0,0.354983502,1,20
1,0.21662905,0.231400977,0.798789446,0.288171627,0.012757043,0.764072498,0.2852297,0.240475403,0,0.755395683,0.051948052,0.034859764,0.0096143,0.268362877,0,0.009378085,1,0,0.012973022,0.29997535,0.365507124,0.775137822,0.005871472,0.648196323,0.037085152,0.069650508,0.144988309,0.037200077,0.069475696,0.018111385,0,1,20
2,0.242484535,0.618113401,0,1,1,0.74294985,0.78084225,0.675538565,0.914437817,0.863309353,0.376623377,0.319671456,0.443552423,0.789012545,0.795390053,1,0.397996413,0.381969288,1,0.731670838,0.718516011,0.504811905,0.926144833,0.329561132,1,0.445260799,0.382405709,0.415772258,0.443964666,0.399865968,0.181276045,1,20
3,0.671797944,0.876277142,0,1,0.98455592,0.309241032,0.986729197,0.93011224,1,0.208633094,0.857142857,0.833928522,0.432643349,0.485456166,0.104843929,0.272951629,0.147707355,0.703806367,0.984426285,0.947916176,0.470029623,0.036179755,0.863046035,0,0.1160885,0.789343434,0.937841317,0.81394625,0.789319475,0.827209874,0.365401665,1,20
4,1,1,0.345751005,0.520309883,0.375857066,0,1,1,0.471393753,0,1,1,0.25713128,0.288980319,0.064668691,0.02023692,0,1,0.375781335,1,0,0,1,0,0,1,1,1,1,1,0.29348719,1,20
5,0,0.187767269,0.131435561,0,0.620502922,1,0.349731019,0.271000101,0.516804567,1,0.337662338,0.273507678,1,1,0.927863793,0.28035538,0.660628123,0.189188539,0.620694744,0.317304916,1,1,0.592968076,0.284094536,0.217706006,0.169135261,0,0.183443858,0.16839852,0.191370016,0.432808607,0,20
6,0.325745845,0.239303973,0.664147873,0.266028074,0.406919301,0.653133609,0.300588813,0.265883908,0.382143544,0.676258993,0.181818182,0.158297393,0.461486249,0.741683303,0.580674068,0.245804541,0.199537508,0.642856874,0.406748503,0.27399929,0.845117788,0.92592139,0.896548806,0.268629788,0.217706006,0.309263061,0.051839266,0.32551956,0.307983721,0.33484673,0.405439407,0,20
7,0.284399897,0.340822659,0.774089496,0.478970193,0.39629112,0.694693703,0.424422356,0.370004168,0.365146559,0.726618705,0.233766234,0.201769085,0.352872132,0.669545807,0.270722358,0.119447187,0.277017172,0.540696432,0.39635317,0.412115708,0.607256313,0.902906772,0.639182371,0.268629788,0.241275359,0.24382316,0.069741654,0.245963345,0.242898922,0.247637809,0.334136329,0,20
8,0.337893464,0.48022407,0.774089496,0.370913976,0.342601486,0.640395194,0.582340627,0.515786902,0.324353794,0.73381295,0.506493506,0.448699283,0.259585999,0.432648589,0.140389307,0,0.691572595,0.172649172,0.342521122,0.570635561,0.352156863,0.639807776,0.570538722,0.359358393,0.03969288,0.226080769,0.235339638,0.273607885,0.22547762,0.297874536,0.620269123,0,20
9,0.701142465,0.66305115,0.873485072,0.807172746,0.353296135,0.278338618,0.704618212,0.677809235,0.397312552,0.302158273,0.74025974,0.71168585,0.234457108,0.133308259,0.253447503,0.061697927,0.241917626,0.588891714,0.353324648,0.691005078,0.235367471,0.390864916,0.93416173,0.271249461,0.133901905,0.366233505,0.468786013,0.513283836,0.364887482,0.582760486,1,0,20
