,HR_mean,HR_std,HR_min,HR_max,HRV_RMSSD,HRV_MeanNN,HRV_SDNN,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_pNN50,HRV_pNN20,HRV_HF,HRV_VHF,HRV_HFn,HRV_LFHF,HRV_SD1,HRV_SD2,HRV_SD1SD2,RSP_mean,RSP_std,RSP_min,RSP_max,RRV_RMSSD,RRV_MeanBB,RRV_SDBB,RRV_SD1,RRV_SD2,RRV_SD2SD1,label,ID
0,0.999695226,0.475467436,0.661355658,1,1,0.002458263,0.431791876,0.635391533,1,0,0.266666667,0.332280637,0.707702299,0.809626542,0.545758288,0.370497427,0.637213716,0.160534496,1,0.383070209,0.921868817,0.667255404,0.514737247,0.192865614,0.448361046,0.32670969,0.29765851,0.43636606,0.325905519,0.540288648,1,1,29
1,0.385385559,0.281464941,0.292499736,0.630743272,0.521254363,0.599763848,0.415358465,0.468359289,0.474297791,0.483870968,0,0,0.497025283,0.349683242,0.315740016,0.349914237,0.268127617,0.461366937,0.521370019,0.417673654,0.507537073,0.994880669,0.261895463,0.75144437,0.448361046,0.174497225,0.034376646,0.143219893,0.174153234,0.11627356,0.565468372,1,29
2,0.316084569,0.184127649,0.292499736,0.142222399,0.133604675,0.670040306,0.313986019,0.344757622,0.140850832,0.580645161,0.2,0.200043346,0.123151176,0.008569844,0.19055077,0.191538022,0.102427999,0.731614861,0.133558374,0.352563883,0.251870136,0.806080772,0.28564573,0.467300437,1,0.253972748,0.192429153,0.192248915,0.253551499,0.133703933,0.38562973,1,29
3,0.461718549,0.060819778,0.420929241,0.142222399,0,0.523196353,0.055457892,0.104683045,0.053790564,0.35483871,0.066666667,0.082419964,0,0,0.313912816,0.434534019,0.245392931,0.488497855,0,0.116146662,0.343247725,0.58406842,0.022736583,0.467300437,0.301958829,0.288315871,0.37300288,0.220181224,0.288112538,0.154120157,0.344034309,1,29
4,0.439665538,1,0.420929241,0.365322647,0.011123889,0.923236011,0.119257543,0.084558017,0,0.935483871,0.2,0.164592235,0.019161257,0.147657118,0,0.182961692,0.095946966,0.741533969,0.011366726,0.158888827,0.314776432,1,0,1,0.627272501,0,0,0,0,0,0.907600107,1,29
5,1,0.660433127,1,0.859345154,0.81715045,0,0.623889455,0.84640272,0.843264249,0.064516129,0.666666667,0.753514149,0.876019941,0.827658068,0.110623858,0.534591195,1,0,0.817120439,0.591992209,0.585894368,0.390452718,1,0,0.673262385,1,0.66124388,1,1,1,0.361590974,0,29
6,0.253762811,0,0.186898691,0,0.606973305,0.736368039,0,0,0.519907281,0.838709677,0.333333333,0.311784011,0.622165805,0.992839531,0.662176977,1,0.514558436,0.22622091,0.607125299,0,1,0.696171823,0.75369104,0.232817872,0.674388237,0.800080315,0.361661732,0.64731402,0.799130463,0.470521826,0,0,29
7,0.035077973,0.249197983,0,0.132501733,0.853047352,0.963436773,0.531253402,0.50257732,0.678415599,1,0.6,0.568115673,1,1,1,0.85077187,0.493985193,0.246973022,0.853325514,0.50217385,0.692638164,0.568263583,0.394041517,0.513819403,0.472541602,0.4330411,0.400069607,0.385406821,0.432500895,0.340382835,0.374749673,0,29
8,0,0.382497859,0,0.132501733,0.359338151,1,0.728781156,0.698014916,0.270793564,0.967741935,0.733333333,0.708712614,0.702931406,0.579919092,0.282954842,0.169239565,0.218269462,0.532033609,0.359341556,0.733209428,0.136449285,0,0.239905886,0.292045843,0.005857844,0.532497683,1,0.593153028,0.533229979,0.655424495,0.676695783,0,29
9,0.355291635,0.077693829,0.639227533,0.271861226,0.414010803,0.918104024,1,1,0.329220071,0.838709677,1,1,0.503661719,0.433598763,0.002975724,0,0,1,0.416996255,1,0,0.691483208,0.381193069,0.292045843,0,0.571679928,0.954998599,0.697385589,0.579078479,0.814052778,0.818432924,0,29
