,HR_mean,HR_std,HR_min,HR_max,HRV_RMSSD,HRV_MeanNN,HRV_SDNN,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_pNN50,HRV_pNN20,HRV_HF,HRV_VHF,HRV_HFn,HRV_LFHF,HRV_SD1,HRV_SD2,HRV_SD1SD2,RSP_mean,RSP_std,RSP_min,RSP_max,RRV_RMSSD,RRV_MeanBB,RRV_SDBB,RRV_SD1,RRV_SD2,RRV_SD2SD1,label,ID
0,0,0,0.192026589,0,0.819678627,1,0.511879621,0.006809217,0.631891933,1,0.754716981,0.462581644,0.815909704,0.980427124,0.666372148,0.572755418,0.466564639,0.241087348,0.820029756,0.391940153,0.959866133,0.578721434,0.247378171,0.849504216,0.453329852,0.092445223,0.235346402,0.107780027,0.091629344,0.124510838,0.218004341,1,17
1,0.069289571,0.061824391,0.238889644,0.066473421,0.754795711,0.907375591,0.582728369,0.083537471,0.610897899,0.871374527,0.556603774,0.318146926,0.868711055,0.994610365,0.756024569,0.630546956,0.6043651,0.153191104,0.755163346,0.472632915,0.820830845,0.79692776,0.22473807,0.635696044,0.204954104,0.12432077,0.126835817,0.122231957,0.123583422,0.123596904,0.104838741,1,17
2,0.099759269,0.162022664,0.257726648,0.107962751,1,0.862341983,0.875811129,0.27652896,1,0.79445145,1,0.951370278,1,1,0.259067136,0.194014448,0.283104278,0.414489389,1,0.745151358,0.835453193,0.016981306,0.303500124,0.512694838,0.17584766,0.068088645,0.696292763,0.227126064,0.068117233,0.33752306,1,1,17
3,0.150998389,0.086104899,0.351250723,0.330012869,0.843533511,0.771494418,0.518087525,0.103284202,0.853307748,0.740226986,0.471698113,0.307669517,0.8319522,0.90139082,0.623790455,1,0.958580115,0.006643608,0.843525589,0.376500864,1,0.421144232,0.004682003,0.654247541,0,0.051431798,0.364421326,0.035110914,0.051501197,0.021095696,0.064553529,1,17
4,0.161897833,0.11210571,0.316739994,0.330012869,0.840715777,0.757591871,0.591614919,0.155200332,0.861762359,0.707440101,0.41509434,0.256965861,0.845986228,0.99328288,0.531188098,0.113519092,1,0,0.840754676,0.476792466,0.902454236,0.269324383,0,0.827595434,0.006353884,0.018277028,0.485602128,0.013001052,0.018548931,0.008994684,0.188286639,1,17
5,0.140993972,0.021044969,0.232699079,0.066473421,0.666891063,0.786105415,0.360253807,0,0.576433484,0.750315259,0.245283019,0,0.761301495,0.950916511,0.799432814,0.519091847,0.754826466,0.08210712,0.667101229,0.268211946,0.915694576,0.693394785,0.056335342,0.720184023,0.138622737,0.057117861,0.187752872,0.038544944,0.056815333,0.022555409,0.048176405,1,17
6,0.112989851,0.030662593,0.311672918,0.01868696,0.710571006,0.824695834,0.416211708,0.018567573,0.6108599,0.770491803,0.471698113,0.284519561,0.760214549,0.970138027,1,0.878224974,0.681296448,0.113831016,0.710651816,0.306918846,0.925570664,1,0.049987923,1,0.180490516,0,0,0,0,0,0.286214299,1,17
7,0.888032925,1,0,1,0.093236045,0.056926829,1,1,0.159117681,0,0.367924528,1,0.007871516,0,0,0,0,1,0.092397245,1,0,0,1,0,1,1,1,1,1,1,0,0,17
8,1,0.495782423,0.805760244,0.877113527,0,0,0.18826258,0.316886029,0,0.074401009,0.339622642,0.818625008,0,0.06399216,0.048823588,0.122807018,0.213427189,0.501973134,0,0.208343375,0.178970053,0.722576799,0.719707039,0.314614405,0.676843781,0.415724114,0.243240809,0.444821055,0.413272816,0.480432912,0.095800164,0,17
9,0.842132151,0.266326118,1,0.673857574,0.114881013,0.101694771,0,0.075059165,0.16673633,0.137452711,0,0.079240455,0.161009273,0.270416849,0.35715609,0.719298246,0.290451725,0.401219925,0.114775011,0,0.468898961,0.330959146,0.483954331,0.491749473,0.581689428,0.241312434,0.423351371,0.271134581,0.240134529,0.304378041,0.155224089,0,17
