,HR_mean,HR_std,HR_min,HR_max,HRV_RMSSD,HRV_MeanNN,HRV_SDNN,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_pNN50,HRV_pNN20,HRV_HF,HRV_VHF,HRV_HFn,HRV_LFHF,HRV_SD1,HRV_SD2,HRV_SD1SD2,RSP_mean,RSP_std,RSP_min,RSP_max,RRV_RMSSD,RRV_MeanBB,RRV_SDBB,RRV_SD1,RRV_SD2,RRV_SD2SD1,label,ID
0,0.07869435,0.133445917,0.204011004,0.129420869,0.532664836,0.881915998,0.190991024,0.203989063,0.4884528,0.824250681,0.039473684,0.040278084,0.875205932,0.765382318,0.439042591,0.34810579,0.767000099,0.044420143,0.532803886,0.18788599,0.886790217,0.596263963,0.440766124,0.96957614,0.399288389,0,0.131095011,0,0,0.058131149,0.382102357,1,23
1,0.075940865,0,0.291915731,0,0.425099746,0.885351974,0,0,0.352423045,0.810626703,0,0,0.836593906,0.802718041,1,1,1,0,0.425319216,0,1,0.515165812,0.516815496,0.662138089,0.392717331,0.149402282,0.17999616,0.156367618,0.151437808,0.197456295,0.451621515,1,23
2,0.050410791,0.219848105,0.219862381,0.04759524,0.547034047,0.922427337,0.340541898,0.34269907,0.488810732,0.863760218,0.381578947,0.405043037,0.961550923,0.836084994,0.551580429,0.456040029,0.89677682,0.017442963,0.54719254,0.34126129,0.724750807,0.361580122,0.374601838,0.556190687,0.282304895,0.003990218,0.27832777,0.196511825,0.010276151,0.260040522,0.732375183,1,23
3,0.023313618,0.458279517,0,0.059904354,0.834196677,0.962281939,0.771787641,0.76809261,0.821205142,0.920980926,0.868421053,0.904574045,1,1,0.090728617,0.038598999,0.164689182,0.440590232,0.834083377,0.754821549,0.682836442,0.147517641,0.09196867,0.314438936,0.075813747,0.49003626,0.588530598,0.133564376,0.520973882,0.077484462,0.097793632,1,23
4,0,0.510075775,0,0.059904354,1,1,0.893576244,0.868419708,1,1,0.973684211,0.967345325,0.999517825,0.936124946,0.146427314,0.547533953,0.194676086,0.385016191,1,0.857452612,0.762155358,0.071187399,0.08044989,0.114204425,0.051504321,0.797353634,0.752481869,0.328114625,0.84758139,0.224151734,0.125104153,1,23
5,0.021190504,0.638692397,0.104338361,0.222051479,0.810734305,0.966949736,1,1,0.790189548,0.991825613,1,1,0.822075784,0.751493429,0.030355509,0.03645461,0.021042554,0.896257046,0.81064375,1,0.503494465,0,0,0,0,0.569610366,1,0.107877027,0.618375928,0,0,1,23
6,0.038555829,0.328472674,0.104338361,0.173213177,0.554107621,0.940614117,0.538500329,0.53954564,0.489728905,0.844686649,0.361842105,0.391515854,0.696242268,0.737232378,0.060964449,0,0.135521002,0.49934225,0.55423119,0.545020153,0.550853918,0.375151513,0.688785994,0.113796389,0.272173669,0.536837274,0.292743768,1,0.510171798,1,1,1,23
7,0.655344132,0.90275672,0.933064548,0.873835262,0.014805802,0.254396891,0.33785612,0.768872023,0,0.283378747,0.394736842,0.749365482,0.075220255,0.013414026,0.075255192,0.264474625,0.524472616,0.117170916,0.014157794,0.403810793,0,1,0.98343721,1,0.797377874,0.312781985,0,0.073316657,0.308983634,0.067796224,0.171415372,0,23
8,1,1,1,1,0,0,0.163444664,0.740238168,0.068722961,0,0.236842105,0.730339145,0,0,0,0.296640457,0,1,0,0.237367157,0.059649336,0.916976447,1,0.53711218,1,1,0.036846682,0.314432237,1,0.148773282,0.037145041,0,23
