,HR_mean,HR_std,HR_min,HR_max,HRV_RMSSD,HRV_MeanNN,HRV_SDNN,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_pNN50,HRV_pNN20,HRV_HF,HRV_VHF,HRV_HFn,HRV_LFHF,HRV_SD1,HRV_SD2,HRV_SD1SD2,RSP_mean,RSP_std,RSP_min,RSP_max,RRV_RMSSD,RRV_MeanBB,RRV_SDBB,RRV_SD1,RRV_SD2,RRV_SD2SD1,label,ID
0,0.198898867,0.039729483,0.901301775,0.130503131,0,0.74726168,0.037441966,0.038893266,0.010590294,0.760330579,0.010989011,0.015044423,0,0.070563706,0.695158073,1,0.413715916,0.316239287,0,0.040597466,0.677314364,0.24844326,0.009851847,1,0.158757182,0,0.649629647,0,0,0.01727346,0.297727183,1,7
1,0.128314182,0.091064909,0.569538288,0.130503131,0.109313346,0.832845953,0.111000816,0.101742665,0.0790128,0.842975207,0.054945055,0.055016512,0,0.024170109,0.12113885,0.259204713,0,1,0.107607768,0.11333718,0.457264768,0.314152708,0.097297421,0.726343698,0.298514731,0.11999585,0.62466264,0.072537012,0.120300651,0.042039937,0.008529217,1,7
2,0.084197156,0.098771471,0.475471698,0.018665311,0.045103649,0.888312999,0.131523095,0.116623074,0,0.871900826,0.131868132,0.128939311,0,0,0.124221725,0.145802651,0.647656413,0.153514829,0.044763169,0.135712152,0.374463872,0.016892633,0.078555079,0.725182391,0.297848869,0.108398971,0.986481493,0.084186946,0.108749985,0.079026297,0.100467627,1,7
3,0.070312962,0.094810876,0.440011038,0.139300533,0.437827138,0.904647475,0.136334194,0.119818485,0.346164472,0.900826446,0.131868132,0.126767765,0.486014168,0.16557474,0.054826815,0.160530191,1,0,0.43539664,0.132484002,0.543658827,0,0.002054257,0.637328858,0,0.09475335,1,0.055929998,0.095121899,0.035833688,0.044246238,1,7
4,0.08453863,0.14191852,0.440011038,0.22064134,0.324722695,0.888347313,0.17943749,0.159468062,0.251772723,0.894628099,0.071428571,0.068310465,0.489436348,0.307246096,0.09774527,0.134020619,0.060271563,0.836825806,0.323019656,0.181781516,0.383598603,0.126675128,0,0.775636807,0.017081178,0.043328045,0.808529846,0.025229781,0.043345314,0.027306673,0.156523804,1,7
5,0.107345074,0,0.742890173,0,0.051717787,0.859641261,0,0,0.016391933,0.859504132,0,0,0,0.135487663,1,0.810014728,0.730072441,0.112366012,0.051880805,0,1,0.131580721,0.013904264,0.944686005,0.153190769,0.079821733,0.82751253,0.031070254,0.08015998,0,0,1,7
6,0.101812767,0.097127954,0.518547486,0.130503131,0.45608067,0.866306195,0.122501488,0.109980147,0.380237591,0.865702479,0.082417582,0.080792344,0.482638553,0.409529185,0.236232848,0.231222386,0.46294907,0.276923413,0.455449198,0.123588255,0.579052746,0.224268868,0.551779093,0.894781399,1,0.063471609,0.70746283,0.269335546,0.063719594,0.418107798,1,1,7
7,0,0.174989555,0,0.126140633,1,1,0.25428137,0.21590773,0.795192928,1,0.21978022,0.202741803,1,1,0.059904491,0.231222386,0.416575449,0.307584123,1,0.255420762,0.459257455,0.188096144,0.63747606,0.192871508,0.545303012,0.61942387,0.994795013,0.644622606,0.620499941,0.677431868,0.114331777,0,7
8,0.383110721,1,0.235202991,0.646064556,0.912364021,0.542979235,1,1,1,0.814049587,1,1,0.442675361,0.885174552,0.002841081,0.035346097,0.872163528,0.046652762,0.892081602,1,0,0.943423112,0.786520895,0,0.734818501,0.74342426,0,0.712313735,0.743222046,0.685137942,0.038229669,0,7
9,1,0.967878184,1,1,0.326178096,0,0.677031936,0.839971008,0.757620407,0,0.505494505,0.709836924,0.735449655,0.301217528,0,0,0.266957335,0.473882586,0.32219235,0.679939391,0.011117929,1,1,0.000282139,0.677526842,1,0.024611232,1,1,1,0.063158661,0,7
