,HR_mean,HR_std,HR_min,HR_max,HRV_RMSSD,HRV_MeanNN,HRV_SDNN,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_pNN50,HRV_pNN20,HRV_HF,HRV_VHF,HRV_HFn,HRV_LFHF,HRV_SD1,HRV_SD2,HRV_SD1SD2,RSP_mean,RSP_std,RSP_min,RSP_max,RRV_RMSSD,RRV_MeanBB,RRV_SDBB,RRV_SD1,RRV_SD2,RRV_SD2SD1,label,ID
0,0,0.031175829,0.242304738,0.03733557,0.873814043,1,0.170836224,0.060497589,0.619013177,1,0.226804124,0.179536564,1,0.985196841,0.275565401,1,0.455227058,0.27610722,0.874768822,0.083777108,1,0.60994894,0.216985988,1,0.444890099,0.160116737,0.238778084,0.082037175,0.160273531,0.048516238,0.105015713,1,14
1,0.199280256,0,0.322338442,0,0.5386799,0.773441518,0.063983305,0,0.380798138,0.734375,0,0,0.665607259,0.760035515,0.355674617,0.350185529,0.81367816,0.068838436,0.539048334,0.006342312,0.844972015,0.463839346,0.277723553,0.596141815,0.300455382,0.079828785,0.372994623,0.233966578,0.081631621,0.31164537,0.898223262,1,14
2,0.274683305,0.205866554,0.295465098,0.389441195,0.55546062,0.690023295,0.259899318,0.191728545,0.41985597,0.7265625,0.18556701,0.17947675,0.450378858,0.965483497,1,0.51716141,0.952591663,0.01474146,0.555759712,0.208901415,0.552796615,0.268947661,0.114849554,0.596141815,0.120766829,0,0.578893747,0.132234679,0,0.201054645,1,1,14
3,1,0.784476867,0.411057976,0.9475436,0.285821706,0,0.587875241,0.659645594,0.360514482,0,0.391752577,0.518368763,0.146923049,0.507767767,0.016755963,0.00742115,0.516243929,0.242971858,0.28539601,0.608031688,0,0.141141249,0.227374241,0.308747161,0.25508982,0.356443418,0.78240801,0.400043258,0.358033854,0.432243146,0.421981496,1,14
4,0.691416778,0.378201454,0.609629121,0.344476475,0.447691859,0.277931951,0.298937342,0.307798124,0.43844146,0.2421875,0.268041237,0.340136136,0.419372596,0.885581414,0.233450106,0.273191095,0.817055838,0.065774278,0.447689773,0.284233539,0.382984673,0.155720481,0.268189415,0.018867691,0.255318549,0.956348204,0.775725245,0.673613809,0.957197047,0.476765166,0,1,14
5,0.798304492,0.360166181,0.765670044,0.458866196,0.243152978,0.179287282,0.228461811,0.259222554,0.26415925,0.171875,0.453608247,0.546911823,0.407067076,0.855289874,0.279841327,0,1,0,0.243014099,0.226838539,0.293902594,0,0,0.618606295,0,0.072146619,1,0.037002926,0.077673242,0.030158655,0.211100776,1,14
6,0.706937895,0.133057428,1,0.429644368,0,0.2631688,0,0.020575097,0,0.3125,0.206185567,0.264328353,0,0.506046505,0.336201123,0.165120594,0.428671715,0.321232363,0,0,0.366341927,0.136762489,0.005539777,0.676774866,0.027987911,0.027987294,0.776009913,0,0.03069746,0,0.242365273,1,14
7,0.633838096,1,0.0621816,1,1,0.236160238,1,1,1,0.4453125,0.865979381,0.904082878,0,0,0.024071403,0.002319109,0.66291401,0.146725524,1,1,0.129679359,0.898282619,1,0.110934082,1,0.581671131,0.082932529,0.680132271,0.575331328,0.738665039,0.480650602,0,14
8,0.525353675,0.661035777,0,0.669533932,0.554419579,0.442302019,0.648343136,0.605182972,0.492216736,0.5390625,0.680412371,0.696649241,0.385944355,0.548217057,0,0.100185529,0,1,0.55371601,0.64653174,0.129226999,1,0.608946454,0.789681467,0.941300384,0.279373604,0,0.211923498,0.276714501,0.186904921,0.186203012,0,14
9,0.468467302,0.944610542,0.1318673,0.742506015,0.857646229,0.500500957,0.970171929,0.893027246,0.764458002,0.5859375,1,1,0.845940317,1,0.06122817,0.032467532,0.304802403,0.447212006,0.857803084,0.976537845,0.075141157,0.103845931,0.510529198,0,0.57569727,1,0.87020045,1,1,1,0.319309669,0,14
