,HR_mean,HR_std,HR_min,HR_max,HRV_RMSSD,HRV_MeanNN,HRV_SDNN,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_pNN50,HRV_pNN20,HRV_HF,HRV_VHF,HRV_HFn,HRV_LFHF,HRV_SD1,HRV_SD2,HRV_SD1SD2,RSP_mean,RSP_std,RSP_min,RSP_max,RRV_RMSSD,RRV_MeanBB,RRV_SDBB,RRV_SD1,RRV_SD2,RRV_SD2SD1,label,ID
0,0,0,0.040453074,0,0.893514609,1,0.425121585,0.145869374,0.81986234,1,0.518987342,0.385527573,1,0.990075769,1,0.857615894,0.854784439,0.033010306,0.893977975,0.349002659,0.872537313,0.424453237,0.242546916,0.590664328,0.222507833,0.471022605,0.189845226,0.26031389,0.448336475,0.161196313,0.036817742,1,22
1,0.117477683,0.095603302,0.094082094,0.026549708,1,0.86544128,0.427378436,0.196265953,1,0.804560261,0.46835443,0.371468059,0.915167945,1,0.183469212,0.317880795,0.190095287,0.425037181,1,0.35572848,1,0.376365543,0.265247441,0.404852385,0.198821215,0.536851284,0.224749447,0.3369165,0.503359829,0.243087502,0.054080887,1,22
2,0.323072633,0.677036311,0.148923596,0.480344677,0.641313629,0.639804156,0.762532159,0.675033456,0.643264503,0.628664495,0.64556962,0.591659842,0.79589902,0.84872038,0.515145489,0.205298013,0.356527887,0.2410749,0.641218614,0.767188351,0.141757123,0.30733323,0.394067449,0.118228994,0.159895153,0.648439957,0.261919788,0.725398103,0.576906373,0.6799555,0.160347507,1,22
3,0.410395079,1,0.008035949,0.419827957,0.798267854,0.549358075,1,1,0.877236971,0.504885993,1,1,0.739081948,0.650222034,0.027374561,0,0,1,0.79799184,1,0.124932157,0,0.022463142,0,0.004796565,0.246334358,1,0.27369771,0.027129174,0.279188638,1,1,22
4,0.253583884,0.667203755,0,0.419827957,0.773334649,0.713356251,0.823645609,0.712863531,0.781219272,0.700325733,0.797468354,0.732749795,0.489934522,0.727314771,0.113939153,0.331125828,0.06150756,0.724298544,0.773081905,0.803307472,0.251322931,0.101177273,0.082059877,0.093265332,0.049539084,1,0.622563861,0.503581723,1,0.18475924,0,1,22
5,0.231595762,0.205822481,0.302930036,0.184328055,0.423562194,0.73756472,0.454625401,0.27522277,0.338446411,0.693811075,0.544303797,0.471693284,0.368391384,0.498863334,0.209783257,0.400662252,0.152433596,0.490515157,0.423911167,0.462913757,0.154409769,0.005886317,0,0.065195193,0,0,0.974522813,0,0,0,0.334590831,1,22
6,0.239827034,0.592243404,0.21814695,0.263188406,0.724852215,0.728037516,0.77501638,0.649867807,0.715437561,0.732899023,0.82278481,0.750733688,0.408905747,0.727314771,0,0.42384106,0.018446805,0.898754523,0.724741783,0.760004106,0.236390773,0.247894333,0.527146168,0.082122144,0.282961273,0.524420312,0.354409784,1,0.384579874,1,0.380099697,1,22
7,0.966798533,0.354322297,0.907513549,0.734627832,0.063311033,0.02876916,0.08633968,0.101707086,0.080432645,0.029315961,0.265822785,0.304105242,0.109857277,0.041256086,0.13554716,0.728476821,0.159134221,0.475909196,0.063193031,0.098875665,0.026004071,0.852815159,0.569701835,1,0.414959999,0.372061201,0.018914517,0.209777246,0.355230633,0.135920332,0.044481176,0,22
8,1,0.262660826,1,0.734627832,0,0,0,0,0,0,0,0,0,0,0.222509445,0.834437086,0.231153889,0.364674725,0,0,0.035773406,1,1,0.415147675,1,0.631586364,0,0.319939939,0.577848676,0.177633208,0.025058733,0,22
9,0.714769458,0.618194423,0.348723806,0.648571429,0.306033913,0.250334701,0.460831601,0.486046284,0.343067847,0.185667752,0.46835443,0.501706252,0.42901064,0.271638803,0.095777822,1,1,0,0.30576278,0.475134978,0,0.643980573,0.756456256,0.185716278,0.677075924,0.647736536,0.088437499,0.539814402,0.596400873,0.463887893,0.097786534,0,22
10,0.459253857,0.538584653,0.348723806,1,0.338415902,0.498366181,0.477294964,0.398015471,0.305211406,0.534201954,0.303797468,0.249914687,0.458282651,0.474896325,0.001922185,0.572847682,0.239744187,0.351796356,0.338263168,0.491258814,0.025691995,0.757428813,0.737176255,0.237675108,0.690982659,0.484554123,0.048947051,0.409287449,0.445349821,0.354599256,0.103882576,0,22
